index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386894737,1.35375,,,0.865,,0.916,,0.863333333,,,,-1.386894737,-1.35375,,,-0.865,,-0.916,,-0.863333333,,,0.63,,,0.605,,,,,,,,,-0.63,,,-0.605,,,,,,,,,,,,,,0.72,,,,0.676666667,0.703333333,0.610166667,0.507,,0.905,0.853333333,,-0.72,0.295,0.278888889,,-0.406,-0.703333333,-0.610166667,-0.507,,-0.905,-0.853333333,,,-0.295,-0.278888889,,-0.270666667,,,,,,,,,,,,
2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662085106,0.65625,0.633333333,,0.66,,0.657888889,,0.647928571,,,,0.043470449,-0.65625,0.072222222,,0.103333333,,0.057666667,,-0.050928571,0.605,,,-0.095555556,0.611,-0.097888889,,-0.763333333,,-0.107888889,,0.010666667,-0.605,,,-0.61,0.001333333,-0.018866667,,,,-0.006333333,,-0.607666667,,,,,-0.612333333,-0.5888,,,,0.057333333,,0.646666667,,,,,,0.645,,,0.645,-0.013666667,,-0.033,,0.633333333,,,0.693333333,-0.645,,,-0.645,-0.645,,-0.613666667,,-0.633333333,,,-0.693333333,,,,,,,
2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.888133333,1.307333333,,1.306666667,1.148,1.580333333,1.558888889,0.796666667,,,,0.23,0.626366667,0.286,,-1.306666667,-1.148,-1.580333333,-1.558888889,-0.796666667,,,,-1.1,-1.5145,-1.593333333,,,,,,0.335,0.335,,,0.113333333,,0.312,,0.417,0.35,0.61,0.35,0.15,0.067,,,-0.113333333,0.57,-0.312,,-0.417,0.154,-0.23,-0.35,0.015,0.286888889,,,,-0.056666667,0.588,,,-0.504,0.008,0.463333333,-0.165,-0.272222222,0.335,,,0.306666667,0.328666667,0.983333333,,0.878846154,0.432,0.756666667,0.927275862,0.78,-0.335,1.175,,-0.82,0.165047619,-0.983333333,,-0.418846154,-0.424,-1.22,-1.148942529
2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.938709677,2.957060606,2.995,2.766,2.9735,3.057166667,2.806097561,,2.69173913,2.659333333,2.338333333,2.293333333,-0.66356682,-2.957060606,-0.421415094,-2.766,-2.9735,-1.1705,-1.180575822,1.743333333,-1.26323913,-1.069333333,-1.081666667,-0.986666667,-0.996253968,1.313333333,-1.172543239,1.518888889,1.501857143,-0.348333333,-0.098796739,-0.219166667,0.157,-1.59,0.363333333,0.302333333,0.318888889,0.566928571,0.504128145,0.441111111,0.454809524,0.420875969,0.421135,0.330833333,0.377407407,,0.375,0.567666667,-1.597777778,0.385238095,0.508891727,-1.96,-0.716666667,-0.712075969,-0.698724865,-0.603125,-1.372907407,0.63037037,-1.995,-2.176666667,0.605625,-1.560254717,-1.652394872,,-0.46,-0.507133333,-0.488889852,-0.471875,0.169710526,0.14962963,0.78,0.735777778,0.048819444,0.010339623,-0.046041667,,-0.78,-0.053333333,-0.10716836,-0.127777778,-0.174710526,-0.198181818,-0.196333333,-0.152444444,-0.099206349,-0.151418239,-0.02200431,0.694481481,,0.004242424,0.051132754,0.054444444,0.113032787
2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141666667,1.255869565,1.475,1.578111111,1.169333333,,0.96,0.96,0.803333333,,0.793333333,,-0.419444444,-1.255869565,-0.607,-1.578111111,-1.169333333,0.823333333,-0.176666667,-0.213333333,-0.054242424,,-0.13,0.483333333,-0.722222222,0.574444444,-0.868,,,-0.823333333,-0.186666667,-0.746666667,-0.195757576,0.443333333,-0.22,0.02,0.503333333,-0.574444444,0.713333333,,,,-0.252222222,0.303333333,-0.553333333,-0.443333333,-0.443333333,-0.503333333,-0.503333333,,-0.713333333,,0.644333333,,-0.344444444,-0.303333333,,,,,,0.173333333,0.216666667,,-0.644333333,,0.087333333,,,0.347666667,0.374833333,0.347305556,0.21,0.382826667,0.444173333,0.725833333,0.703733333,0.668125,0.615916667,,0.627,0.247111111,0.2585,0.286027778,-0.21,-0.55616,-0.66084,-0.725833333,-0.2504,-0.224791667,-0.209916667,0.426666667,-0.627
2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54862069,0.87,,,,,,0.904166667,0.88,,,1.0240625,-1.54862069,0.096363636,,1.185,1.066666667,0.675,0.623333333,-0.229666667,-0.223333333,,,-0.355729167,0.827647059,-0.159090909,0.836666667,-0.347666667,-0.241666667,0.1785,0.215952381,0.177318182,0.143333333,,,0.239666667,0.086019608,0.204227273,-0.836666667,-0.837333333,-0.279086957,-0.301083333,-0.839285714,-0.328484848,-0.8,,,-0.554666667,-0.913666667,-1.0115,,,-0.545913043,-0.292416667,0.25,-0.273333333,0.264705882,0.253,,-0.046666667,0.304285714,0.363846154,,,0.265,0.04,-0.25,-0.008,-0.264705882,-0.253,,-0.306666667,-0.304285714,-0.100512821,,,-0.265,-0.3,,-0.242,,,,,0.2,-0.026666667,,,,,,
2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283455556,1.373333333,,,1.476333333,1.413066667,1.547666667,1.354,,,,,-0.070455556,-1.373333333,,,-1.476333333,-0.756733333,-1.547666667,-0.697666667,,,,0.59,-1.213,0.686933333,0.706666667,,,0.023666667,0.646666667,-0.015222222,,0.615555556,,-0.04,,-0.166933333,-0.706666667,0.363333333,0.350333333,-0.324666667,-0.27,-0.281111111,0.363333333,-0.615555556,,-0.55,,-0.52,,-0.363333333,0.199666667,0.234666667,-0.376666667,0.43,-0.363333333,,,,,0.65,,,-0.55,-0.59,,-0.79,,,,,,-0.65,,,,,,,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012666667,1.076666667,,1.183333333,1.213555556,,,1.230833333,,1.307666667,1.2334,1.226117647,0.501111111,0.505606061,1.7665,-1.183333333,-0.303555556,0.881304348,0.927333333,-0.447303922,,-0.501,-0.3984,-0.362784314,-0.537944444,-0.537050505,-0.9165,,-0.253833333,-0.285504348,-0.927333333,-0.27471123,0.576666667,-0.259555556,-0.272,-0.342333333,-0.490833333,-0.579555556,-0.525,,-0.656166667,-0.232942857,,-0.074818182,-0.139766667,-0.547111111,-0.089666667,-0.277666667,-0.485,0.034060606,0.204363636,1.223333333,0.515,0.40922619,,0.062666667,-0.4369,,-0.473333333,0.083333333,0.433333333,0.031606061,0.23530303,-1.223333333,0.125666667,-0.101593972,,0.14369697,,0.69,0.651166667,0.338933333,0.192777778,0.249901961,0.074555556,0.864111111,-0.150666667,-0.074415288,,-0.10269697,,-0.186666667,-0.651166667,-0.193933333,-0.117777778,-0.176568627,-0.839222222,-0.864111111,-0.49,-0.084407407,,0.005666667
2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918892857,,0.881666667,,0.903333333,,0.751666667,0.670416667,,0.82,,,-0.918892857,0.82,-0.881666667,,0.446666667,1.245555556,-0.751666667,0.02577381,0.678333333,-0.133333333,,0.74,1.036666667,0.101666667,0.893333333,0.681666667,-0.645833333,-0.642777778,,-0.26752381,-0.678333333,-0.686666667,,-0.74,-0.639916667,-0.425666667,-0.397333333,-0.681666667,-0.704166667,-0.055414141,0.858071429,0.489483333,,1.393333333,1.095555556,1.086,1.887583333,3.006642857,4.657125,4.937555556,4.820051724,4.512636364,2.745261905,0.522936957,1.31,-1.393333333,-0.260222222,-0.233,-1.614958333,-2.80247619,-5.153125,-4.937555556,-4.476718391,-4.70135,-3.345333333,-1.12367029,-1.339,,-0.835333333,-0.413,-0.669375,-0.315880952,,,-0.188333333,0.01735,-0.258,0.072583333,0.501222222,,0.426666667,-0.066666667,0.469090909,0.032914286,0.646666667,,0.485,0.179555556,,0.1734
2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81888125,0.8,,0.9,,0.793333333,,0.885,,,,0.69,-0.81888125,0.174333333,,-0.9,,-0.042777778,,-0.885,,,,-0.69,,-0.974333333,,,,-0.177222222,,0.573333333,,,,,,0.166666667,,,,-0.406666667,,-0.406666667,,,,,,-0.166666667,,,,-0.166666667,,-0.166666667,,,,,0.27,,,,,,,,,,,,-0.27,,,,,,,,,,,,,,,,,,,
2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58916,1.5865,1.522933333,1.464666667,1.565388889,1.489333333,1.463333333,1.341666667,,1.316666667,,,-0.20316,-0.1035,-0.0466,0.052,-1.565388889,-0.072391667,-0.086666667,0.074291667,1.411666667,0.104925926,1.564193548,1.570117647,0.310378378,0.539881579,0.538282051,-0.132,1.557861111,0.161458333,0.224166667,0.095980442,0.061666667,-1.421592593,-1.564193548,-0.11176881,-1.696378378,-0.433848792,-0.597472527,-1.384666667,-0.564527778,-0.958938462,-0.955606061,-0.890605442,-0.873333333,,0.422166667,-1.068348837,0.295,-1.17736612,-0.912142857,0.19,-0.799333333,-0.701683761,-0.681227273,-0.621333333,-0.551818182,,-0.292166667,-0.276666667,-0.188333333,-0.301666667,-0.23825,-0.19,-0.059,0.098555556,0.036,-0.043666667,-0.056515152,-0.032111111,-0.182266667,-0.235,-0.106666667,-0.037333333,-0.013,0.38,-0.135,-0.016333333,,0.043666667,0.008333333,0.032111111,0.052266667,0.121666667,,-0.072666667,-0.25375,-0.38,,,,
2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299230769,1.22,1.736666667,,,1.699166667,,1.606666667,1.573333333,,,,0.460769231,-0.155,-0.5,,0.761666667,-1.025833333,0.96,-0.8575,-1.573333333,,1.134428571,,-0.966666667,-0.397142857,-0.523333333,0.643333333,-0.761666667,,-0.96,-0.2425,,0.506666667,-1.134428571,,-0.391666667,-0.392857143,-0.713333333,-0.643333333,,-0.253333333,,-0.506666667,,-0.506666667,,,-0.401666667,-0.275,,,,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72028,3.915333333,4.187666667,3.846666667,4.06,3.932222222,1.72,1.757777778,,,1.884,1.5,-1.579351429,-1.642261905,-2.036,-2.71,-4.06,-2.872919192,-0.663222222,-0.706071895,1.0136,1.022157895,-0.846294118,-1.5,-1.074261905,-0.923980519,-0.811666667,0.23,0.6705,-0.378154882,-0.348444444,-0.323848739,-1.0136,-0.315850202,-0.273805882,,-0.112291667,-0.405519481,-1.34,-0.41,0.303375,0.344116558,0.321666667,0.325830357,1.045333333,-0.706307692,0.257671429,,0.347767857,0.408379791,1.44,0.38525641,0.418298913,0.363735294,0.606,0.418154605,0.329261261,,0.60929064,,0.781190476,0.580462574,0.761428571,0.534326923,0.568877369,0.608346154,-1.636,0.563635167,-1.374594595,2.033333333,0.492471264,2.07134375,0.599973118,0.103586207,-0.781803571,-0.409583333,-0.529727753,-0.541764336,,-0.604663319,,-0.662619048,-0.726969697,-0.690222538,-0.958924099,-0.229791045,0.278708333,-1.466666667,-1.431323529,0.155935423,1.551111111,0.012270792
2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4672,1.406666667,1.63,1.61,1.5375,1.286818182,0.76237931,0.828333333,0.763333333,0.673333333,0.761333333,,-0.475357895,-0.434666667,0.047142857,-1.61,-0.8725,-0.550151515,0.019287356,-0.108333333,0.020666667,-0.040933333,-0.035833333,0.815166667,0.134517895,0.078,-1.083809524,0.584411765,-0.057272727,-0.736666667,-0.197916667,-0.19,-0.784,-0.039066667,-0.1555,-0.815166667,-0.45736,-1.05,-0.593333333,0.044159664,0.127096257,,0.10625,0.336470588,0.904285714,-0.593333333,-0.57,,0.66055,,0.565,0.053928571,-0.036323529,0.718166667,-0.0322,-0.156470588,-0.904285714,,0.866666667,,-0.36205,0.9108,-0.565,-0.6825,0.1695,-0.718166667,0.20845,0.211,0.8025,0.921885714,0.095777778,0.951818182,0.269444444,0.332533333,1.163,1.18125,0.305278689,1.248916667,0.297076087,0.298,0.350928571,0.149847619,-0.095911111,-0.951818182,-0.371944444,-0.344166667,-1.163,-0.35125,-0.415500911,-1.248916667,-0.475468944
2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.789675325,,1.38,1.533272727,1.4859375,,1.421538462,,,,1.46875,,-0.356532468,,-0.07,-0.846606061,-0.7659375,0.603333333,-0.911538462,,,0.586666667,-0.940416667,0.69875,-1.081142857,,-1.31,-0.686666667,-0.328,-0.603333333,-0.046,,,-0.586666667,-0.528333333,0.26525,0.708,,,,0.718,,0.0286,,,0.44,0.44,-0.964,-0.587666667,,,,-1.11,,-0.314266667,,0.266,-0.176666667,-0.44,,-0.472333333,,,0.126666667,0.13,0.236666667,0.07,,-0.266,-0.263333333,0.143333333,0.126666667,0.12,,,-0.126666667,0.006666667,-0.236666667,-0.055,,,,-0.143333333,-0.126666667,0.136666667,,,,0.12,,-0.193333333
2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88875,,,,,,0.573333333,0.483333333,,0.506666667,,,-0.88875,,,,0.412333333,,-0.573333333,-0.483333333,,-0.506666667,0.424,,,,,,-0.412333333,,,,,,-0.424,,,,,0.56325,,0.47,,,,,,,,,,-0.56325,,-0.47,,,0.105,,0.131818182,,0.07,,0.045,,,,,,-0.105,,-0.131818182,,-0.07,,-0.045,,,,,,,,,,,,,,,,
2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728666667,0.906666667,,,0.869333333,,,,,0.77,,0.576666667,-0.728666667,-0.906666667,,,-0.869333333,,,,,-0.77,,-0.576666667,,,,,,,,,,,,0.2,,,,,0.296666667,0.156666667,0.053333333,,0.286666667,,,-0.2,0.538888889,,,,-0.296666667,-0.156666667,-0.053333333,,-0.286666667,,,,-0.538888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615793103,,1.753333333,,1.641666667,,,,1.13,1.123333333,,1.173333333,-0.18245977,,-1.753333333,,-1.641666667,,0.573333333,,-1.13,-1.123333333,,-1.173333333,-1.433333333,,,,,,-0.573333333,,,0.643333333,0.48,0.623333333,0.95275,,0.996666667,,0.818,2.6725,,,,-0.643333333,-0.48,-0.623333333,-0.95275,,-0.996666667,,-0.818,-2.6725,,,,-0.016666667,,0.277777778,,0.965,0.866,,1.003333333,0.8,,0.376666667,,0.016666667,,-0.123492063,,-0.965,-0.866,0.163333333,-1.003333333,-0.8,,-0.376666667,,,,-0.154285714,,,,-0.163333333,,,
2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.733548387,0.673333333,,,,,0.566666667,,,,,0.587666667,-0.733548387,-0.04,,,,,-0.566666667,,,,,-0.587666667,,-0.633333333,,,,,,,,,,,,,,,,,,,,,,,,0.352666667,0.16,,,,,0.16,,,,,,-0.352666667,-0.16,,0.096666667,,,-0.16,,,,0.08,,,,,-0.096666667,,,,,,,-0.08,,,,,,,
2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779747368,0.726,,,,,,,,,,0.483333333,-0.779747368,-0.726,,,,,,,,,,-0.388333333,,,,,,,,,,,,-0.095,,,,,0.095,,,,,,,,,,,,-0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,
2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129837037,1.041,,,0.92,,0.94,1.026666667,0.88,,,1.099090909,-1.129837037,-1.041,,0.87,-0.186166667,,-0.188333333,-1.026666667,-0.88,,,-0.244646465,0.69,0.776666667,,-0.2355,-0.733833333,,0.058333333,,,,,-0.854444444,-0.69,-0.776666667,0.496666667,-0.6345,0.4,0.683333333,-0.81,,,0.4,,,1.055,,-0.090666667,0.398375,-0.4,-0.683333333,0.490333333,0.27,,-0.4,,0.5105,-0.598375,,0.100666667,0.034958333,0.470375,,-0.021083333,0.206666667,0.476666667,,0.52025,-0.5105,-0.256625,,-0.506666667,-0.433333333,-0.470375,,-0.30925,-0.476666667,-0.476666667,,-0.52025,,-0.2,,,,,,-0.16
2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.035454545,1.086153846,,,,,1.233333333,0.68,1.045,,1.214375,,0.238074866,-1.086153846,,,1.252777778,,-0.0525,-0.68,-1.045,1.026666667,-1.214375,1.159,0.073137255,,,,-0.346111111,1.113166667,-0.1275,,,-1.026666667,,-0.283444444,-0.406666667,,,,-0.906666667,-1.113166667,-1.053333333,,,,,-0.875555556,-0.94,,,,,,,,,,,,,,0.763333333,0.79,0.795555556,,,,,,0.783333333,0.836666667,0.894444444,,-0.763333333,-0.79,-0.795555556,,,,,,-0.783333333,-0.836666667,-0.894444444,,,,,,
2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,2.784585965,2.579888889,2.273111111,2.378277778,2.574444444,2.444133333,2.8,2.646666667,2.594833333,2.353333333,2.737529412,-0.75875,-1.661252632,-1.508222222,-1.510944444,-1.57065873,-1.703277778,-1.404133333,-1.843333333,-2.646666667,-1.701,-1.433871795,-1.597529412,-1.418118421,-0.136666667,-0.106666667,-0.022166667,-0.044035714,-0.081166667,-0.19,-0.06,0.868555556,-0.033833333,-0.216032967,-0.351333333,-0.136131579,-0.121416667,-0.191666667,0.049909091,-0.053694444,-0.1135,-0.306470588,-0.3045,-0.338555556,-0.326666667,-0.228428571,-0.255939394,-0.244619048,-0.86525,-0.106666667,-0.335909091,-0.321994152,-0.148875,-0.195062745,-0.592166667,-0.53,-0.533333333,-0.180875,-0.333838384,-0.175454123,0.32,0.068888889,-0.012777778,-0.010238487,0.071152778,0.111019048,0.418,0.47,0.471666667,-0.294125,0.384211111,0.453073171,0.581666667,-0.087222222,-0.041166667,0.026010417,-0.192111111,-0.085785714,-0.418,-0.026666667,-0.077777778,0.425,-0.18035,-0.386625,-0.247222222,-0.228333333,-0.400055556,0.152270833,0.079333333,0.0568
