index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986375,0.946666667,,1.253888889,1.117333333,1.103333333,0.98,1.04,1.115,0.888,1.018928571,1.3,0.085443182,0.048833333,0.986666667,-0.453434343,-1.117333333,-0.634444444,-0.53,-0.594666667,-0.478333333,-0.383555556,-0.462261905,-0.531904762,-0.283484848,0.047833333,-0.326666667,0.014407524,0.793333333,0.412222222,0.335,-0.445333333,0.37,0.598888889,0.4375,0.555175032,0.61452381,0.234166667,0.66,0.380137931,-0.793333333,-0.527474747,-0.785,0.372,-1.006666667,-0.82,-0.599583333,-0.812159159,-0.71952381,-0.855833333,-0.74,-0.669,0.32,-0.071136364,0.273333333,-0.372,,-0.00825,-0.004805556,-0.116888889,-0.313888889,-0.0075,-0.092666667,-0.102666667,0.17,0.1425,0.131666667,0.416086957,0.438333333,0.127269608,0.205609319,0.205323232,0.299722222,0.234333333,0.104666667,0.176602151,0.19,0.169688889,0.175,0.172246377,0.049761905,0.005424837,-0.255387097,0.016010101,-0.669166667,-0.6485,-0.132,-0.138379928,-0.203333333,-0.147022222
2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.734526667,0.701666667,,,0.68575,0.696666667,,0.609333333,,,,-0.109230769,-0.734526667,-0.065,,0.61,-0.68575,-0.108333333,0.573333333,-0.609333333,,,,-0.730769231,,-0.636666667,,-0.61,,-0.211333333,0.103333333,0.385666667,0.374190476,0.389888889,0.492272727,0.577076923,0.603333333,,0.589,0.567275862,0.498,0.184176471,-0.676666667,-0.385666667,-0.374190476,0.290111111,0.263977273,0.04625641,0.1015,0.706666667,0.175666667,0.190501916,-0.498,0.227712418,,0.66,0.626666667,-0.68,-0.157194444,0.054866667,-0.337016667,-0.706666667,-0.764666667,-0.757777778,,-0.788888889,,-0.66,-0.626666667,,-0.599055556,-0.6782,-0.367816667,0.25,,,0.236666667,,,0.136666667,,,,,,-0.25,,,-0.236666667,
2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.571176923,3.02,,,,,,2.25,,,,,-2.571176923,-3.02,,,,,,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966666667,,,0.656666667,,,,,0.42,,,,-0.966666667,,,-0.656666667,,,,,-0.42,,,,,,,,,,,,,0.286666667,0.336666667,0.273333333,0.446666667,0.453333333,0.453333333,0.483333333,0.483888889
2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041655556,1.217,,1.08,,,,,1.199333333,1.105,1.461111111,1.42,0.121677778,0.196333333,0.756,-0.389,0.793333333,0.678666667,0.737444444,0.773333333,-0.426,-0.534666667,-1.461111111,-0.712913043,-0.44,-1.413333333,-0.221466667,-0.159518519,-0.213333333,-0.126166667,-0.287444444,-0.26,-0.251666667,-0.086611111,0.5,-0.107086957,-0.176666667,,-0.534533333,0.015185185,-0.58,-0.096833333,0.11,-0.513333333,-0.521666667,-0.483722222,-0.5,-0.055166667,-0.546666667,,,-0.362333333,,-0.212333333,-0.56,,0.152055556,0.157833333,0.259222222,-0.258166667,0.298055556,,0.29,0.047866667,0.416666667,0.043541667,0.303333333,0.301666667,0.164055556,-0.157833333,-0.259222222,0.06,-0.298055556,,-0.29,-0.2322,-0.107777778,-0.286875,-0.303333333,-0.301666667,-0.316111111,,,-0.346666667,,,,,-0.308888889,0.413333333
2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02805,1,,0.99,,0.97,,1.056666667,,0.658333333,,0.483333333,-1.02805,-1,,-0.99,,-0.42,0.586666667,-0.466666667,,0.456666667,1.153333333,0.336666667,,,,0.903333333,,-0.55,-0.586666667,-0.59,,-1.115,-0.433333333,0.103333333,0.941333333,0.865,,-0.465,,,,,0.353333333,,-0.233333333,-0.383333333,-0.941333333,-0.413,,-0.233333333,,,,0.22,-0.353333333,,-0.307777778,-0.325555556,,-0.452,0.323333333,0.053888889,,0.261666667,,0.103333333,0.296666667,,0.197777778,0.195555556,,,0.06,0.111111111,0.366666667,0.098333333,,-0.323333333,-0.296666667,0.36,-0.011111111,0.096666667,,0.51,-0.383333333,0.116666667,-0.366666667,0.12
2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.869,2.275,,,2.29,,,,2.48,,,3.226666667,0.277666667,0.215,2.373333333,2.373933333,-2.29,2.235777778,2.185,2.216666667,-2.48,2.291666667,2.627038462,-0.258,-2.146666667,-0.216666667,-0.139787879,-2.373933333,2.19,-0.005086111,0.171333333,-2.216666667,2.337585714,-2.291666667,0.086711538,-0.176454167,,-2.273333333,-0.122468788,,-2.19,-0.110334524,-2.356333333,2.286666667,-0.122030159,2.231666667,-0.15375,-0.216727652,1.406272727,1.394285714,-0.694743333,1.38395,1.425444444,-0.749704969,1.396666667,-2.286666667,-0.803888889,-0.866666667,-1.27,-1.115324848,-1.406272727,-1.394285714,-0.677666667,-0.596525758,-0.658577778,-0.75036646,-1.396666667,0.569666667,-0.758333333,-0.832777778,-1.29,-0.910743333,,,-0.738666667,-0.414090909,-0.766866667,-0.620285714,,-0.569666667,-0.653333333,-0.138888889,,-0.549416667,,,,-0.373333333,,
2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.367333333,1.343285714,,1.42,,1.443333333,,1.203333333,,1.283066667,1.218333333,1.635782609,0.069333333,-1.343285714,1.669933333,0.295095238,1.641,0.240833333,1.641,-1.203333333,1.633333333,-1.283066667,0.809490196,0.352967391,0.75969697,1.963333333,0.403258974,-1.715095238,-1.641,0.490277778,-1.641,1.811666667,-1.633333333,,-0.271156863,0.120138889,-2.196363636,-1.963333333,-0.457001832,,,-0.923015873,1.1,-0.711666667,1.14,1.165,-0.603333333,-0.993138889,,,-1.616190476,1.283333333,,-0.661428571,-0.17,-0.239333333,-0.29,-0.355,-0.293333333,0.15025,1.278125,,,0.000833333,1.251111111,0.81,-0.93,-0.860666667,0.462688889,0.649222222,1.115222222,0.790481481,0.838541667,0.994666667,0.940666667,-0.353106061,-0.357777778,-0.4816,,,-0.454022222,-0.533444444,-0.998555556,-0.950681481,-0.991111111,0.188666667,0.198222222,0.220328283,-0.893333333,0.1216
2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.240666667,1.1775,,,,0.89,,,,,,,-1.240666667,-1.1775,,,,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386333333,0.373777778,0.408666667,0.329416667,0.40325,0.420142857,0.377787879,0.379266667,0.389133333,0.347411765,,0.3745,-0.386333333,0.026222222,-0.408666667,-0.329416667,-0.02825,0.067857143,-0.377787879,-0.379266667,-0.389133333,0.133699346,,0.073833333,,-0.4,,,-0.375,-0.488,0.433333333,,,-0.481111111,,-0.448333333
2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.244545455,,1.025,,1.002,,,,,,,,-1.244545455,,-0.291666667,,-0.355333333,,,,,,,,,,-0.733333333,,-0.646666667,,,,,,0.44,,,,,,,,,,,,-0.44,,0.114333333,,,,,,,,,,,,-0.114333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.543333333,,,,1.33,,,,,,,,-1.543333333,,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,0.843333333,,,,,,,-1.11,,,,,-0.843333333,,,,,,,,,,,,,,,,,,,,,,
2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.786363636,,0.943333333,0.71,0.833333333,0.693333333,,,,,0.406666667,,-0.786363636,,-0.943333333,-0.71,-0.833333333,-0.693333333,,,,,-0.406666667,,,,,,,,,,,,,,,,,,,0.303333333,,,,,0.487916667,,,0.498333333,,,,0.078888889,0.37,,0.37,0.36,0.150265152,,,-0.498333333,0.328888889,,0.183333333,-0.382222222,-0.37,,-0.37,-0.36,-0.418181818,,,,-0.328888889,0.203333333,-0.183333333,,,,,,-0.063333333,,,,0.156666667,-0.203333333,0.156666667
2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084645161,,0.580333333,0.3685,0.498333333,0.614444444,0.665,,1.026666667,0.9155,0.928333333,,-1.084645161,,-0.297833333,-0.055166667,-0.309444444,-0.449444444,-0.411666667,0.413333333,-1.026666667,-0.175055556,-0.288333333,0.59,,1.055666667,0.6075,-0.313333333,0.544444444,0.523,0.533333333,0.790666667,0.6025,0.396222222,0.583333333,0.542857143,0.396666667,0.089333333,0.098181818,0.876666667,-0.266190476,-0.688,-0.282666667,-1.204,0.14375,-0.013333333,0.2112,0.312942857,0.962958333,0.051666667,0.369746753,0.448333333,0.938228571,1.3036,0.849333333,1.813166667,1.264305556,1.327261261,1.388188889,1.3092,1.510089286,1.337047619,1.027456044,-1.325,0.924928571,0.9114,-1.353333333,-1.813166667,0.047444444,0.280174636,-0.522722222,0.153333333,-0.643214286,-2.533714286,0.15520362,,-0.2053,-0.575,2.0385,2.221666667,0.100941176,-0.439269231,-0.486666667,-0.834855072,-0.3815,1.545454545,-0.923802521,1.51,-0.634607843
2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645263158,1.616916667,1.52,,1.470666667,1.37,1.426,,,1.563454545,1.473,1.56,-0.191929825,-0.036916667,-0.170363636,,-0.244416667,-1.37,-1.426,1.293333333,1.18,-1.563454545,0.126333333,0.329166667,-1.453333333,0.310833333,0.353363636,2.073333333,0.85275,2.425181818,2.430428571,1.22245614,-1.18,2.8785,1.676904762,1.313421569,3.046333333,-1.890833333,1.321764706,-0.235333333,-0.433961538,-2.425181818,-0.975428571,-0.60195614,,-0.66534,-1.860452381,-2.085921569,-3.046333333,1.146666667,-1.827431373,-1.838,-0.546288462,1.2,-1.455,-0.783833333,1.033333333,-1.06616,-0.160785714,-1.116666667,1.161875,0.143333333,0.002444444,,0.026704545,-1.2,1.05,0.007666667,0.095,0.226478261,0.055,,-1.161875,-0.07,0.014743961,,-0.004954545,,-1.05,-1.137666667,-0.096666667,-0.205978261,-1.31,,,-1.22,-0.164956522,,-0.04985
2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.039166667,0.949,,,0.843333333,,,,,,,,-1.039166667,-0.949,,,-0.843333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466666667,,,,,,,,,,0.68,,-0.466666667,,,,,,,,,,-0.68,,,0.318333333,,,,0.396666667,0.38,0.489166667,0.565555556,0.543333333,,,,0.145,0.4
2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633333333,1.456666667,,2.156666667,2.106666667,,,,1.746666667,1.656666667,1.9225,,-1.633333333,-0.246666667,,-2.156666667,-1.266666667,,,,-1.746666667,-1.656666667,-1.9225,,0.645,-0.551666667,0.645,,-0.84,,,,,0.6522,0.63,,0.2475,0.214888889,0.252777778,,,,,,,-0.6522,-0.63,,-0.389166667,-0.406555556,-0.897777778,0.466666667,0.466666667,0.443333333,,0.501666667,0.507111111,0.621571429,0.80030303,,0.333333333,0.390583333,0.876823529,0.527333333,0.459064103,0.44,1.017166667,0.696208333,-0.507111111,0.933736264,0.93219697,1.707285714,0.763333333,0.746416667,0.876245436,0.727111111,0.915293621,0.961916667,0.980333333,0.966982143,2.534705882,1.060525641,0.812794118,0.951603175,-1.6,0.946333333,0.740302463,0.751111111,0.422285955
2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674,0.671111111,,,,,,,,,,,-0.674,-0.671111111,0.396666667,,,,,,,,0.43,,0.406666667,,-0.396666667,,,,,,,0.31,-0.43,,-0.406666667,,,,0.331833333,,,,,-0.31,0.206666667,,0.286666667,,,,-0.331833333,,,,,,-0.206666667,,-0.286666667,,,,,,,,,,,,,,,,,,,,,,0.336666667,,,,,,
2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6075,,,,,0.61,,,,0.546666667,,,-0.060833333,,,0.436666667,,-0.173333333,,,,-0.546666667,,,-0.546666667,,,-0.436666667,,-0.436666667,,0.28,,0.446666667,,,,,,,,,,-0.28,,-0.446666667,,,0.47,0.47,,0.453333333,,0.17,,,0.19,,0.3876,0.438866667,-0.018875,-0.077807692,,-0.001875,0.435173913,0.0785,,0.513111111,0.396333333,0.615481481,0.338344444,0.085577778,-0.102791667,-0.069758974,0.4,-0.043591667,-0.040173913,0.062833333,0.397166667,-0.112666667,-0.140666667,-0.104777778,-0.148166667,0.115555556,0.238444444,0.2295,-0.4,0.130466667
2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466666667,0.455607143,,,0.28,,0.28,,,,,,-0.086666667,-0.455607143,,,-0.28,,-0.28,,,,,,-0.38,,,,,,,,,,,,,,,,,,0.173,0.21,,0.352,,,0.39,,0.323333333,,0.286666667,,-0.173,-0.21,,-0.352,,,-0.39,,-0.323333333,,0.111666667,0.416666667,0.456666667,0.343333333,0.343333333,0.34,0.433333333,0.483333333,,,0.224444444,0.249333333,-0.398333333,-0.416666667,-0.286666667,-0.343333333,-0.343333333,-0.048333333,-0.433333333,-0.098,,,-0.224444444,-0.249333333,
2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,4.921428571,4.605,,,,,,,,4.47,,-4.85,-4.921428571,-2.706333333,,,,,,,,-4.47,1.576666667,1.576666667,,-1.112,,0.994333333,0.994333333,0.926666667,,,0.832666667,,-0.756666667,-1.576666667,1.2518,0.525944444,1.186666667,0.087222222,-0.994333333,-0.926666667,0.905,0.82,0.739555556,1.741111111,-0.82,1.808333333,0.4182,0.042388889,-1.186666667,0.315111111,,,0.591666667,0.633043478,-0.178472222,0.045252525,0.405,-1.226333333,-1.195833333,-0.9008,0.575333333,-0.883452381,,0.4935,-0.944045977,-0.65947205,-0.449421642,-0.491618956,0.595,0.763,1.018708333,1.011589474,0.967166667,0.956785714,1.42,0.9165,0.950712644,0.656984127,0.567338308,0.393230319,0.831666667,0.4,0.113125,0.208684211,0.150833333,0.112608696
2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.427407407,1.376666667,,1.073333333,,,,,,,,,-1.427407407,-1.376666667,,-1.073333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.266666667,,1.03,,0.896666667,,1.058333333,,0.726666667,0.894666667,,1.035,-0.29,1.07,0.115,1.186666667,-0.896666667,,-1.058333333,,-0.726666667
2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.361592593,1.373333333,1.336666667,1.343333333,1.383333333,1.395166667,1.426666667,1.461428571,1.554882353,1.644090909,1.703333333,1.233333333,-0.111592593,-0.246111111,-0.309166667,-0.468333333,-0.537888889,-1.395166667,-0.726666667,-0.641428571,-0.727104575,-0.742979798,-0.758888889,-1.233333333,-0.37175,-0.277136508,-0.131944444,-0.041121212,0.021222222,0.84,0.042222222,-0.053333333,-0.827777778,0.095055556,0.145555556,,0.25075,0.205557143,-0.895555556,0.14739899,0.022222222,0.036666667,0.164444444,-0.766666667,,0.062181159,-0.003333333,,-0.595666667,-0.502142857,0.493333333,-0.494611111,-0.888888889,-0.876666667,-0.906666667,,0.591666667,-0.428347826,-1.086666667,,-0.533333333,0.051666667,0.184833333,0.216666667,0.626666667,,0.623333333,0.606666667,0.098333333,0.086666667,,,,0.0115,-0.678166667,-0.066666667,-0.626666667,,-0.623333333,-0.606666667,-0.076666667,-0.038095238,,,,0.067878788,,-0.636666667
2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86065625,0.733333333,,0.863333333,0.79,,,,0.806,0.74,0.92,,-0.86065625,-0.733333333,0.863333333,-0.236666667,-0.79,,,,-0.128222222,0.254444444,-0.026,0.886666667,0.675833333,0.74,-0.863333333,0.13025641,0.908181818,0.7775,0.946666667,0.946666667,0.053650794,-0.346111111,0.269333333,-0.041666667,0.131439394,-0.093333333,0.823333333,0.066410256,-0.908181818,-0.7775,-0.946666667,-0.946666667,-0.078095238,0.388333333,-1.163333333,-0.845,-0.807272727,-0.646666667,-0.823333333,-0.823333333,,,,,-0.653333333,-0.673166667,,,0.34,0.334333333,,,0.353333333,,,,0.332333333,-0.3635,,,-0.34,-0.334333333,0.46,,-0.353333333,,,,-0.332333333,,,,,,-0.46,
2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056666667,1.098333333,,0.971,,,0.983333333,0.990333333,1.0125,1.271,1.353333333,,-1.056666667,0.126833333,,0.293666667,1.31,1.25875,0.226666667,0.249666667,0.5725,-0.487666667,-1.353333333,,,-0.4535,,-0.474666667,-0.45,-0.485416667,-1.21,-0.426666667,-0.69125,0.148333333,,0.893333333,0.857333333,0.105,,-0.79,-0.86,-0.355533333,,-0.813333333,-0.490416667,-0.931666667,,-0.893333333,-0.857333333,-0.876666667,,,,-0.050741176,,,-0.033333333,,0.37,,,0.333333333,0.363333333,,,-0.367058824,,,-0.37,0.262,-0.37,,,-0.333333333,-0.363333333,,,,,,0.296666667,0.111333333,,,,,,0.44
2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,0.875,,,,0.926666667,0.866666667,0.867666667,0.645,0.768333333,,,-0.945,-0.526333333,0.436666667,0.428,,-0.926666667,-0.866666667,-0.867666667,-0.645,-0.088333333,,,,-0.348666667,-0.436666667,-0.428,,,,,,-0.68,,,,,0.46,0.455555556,,0.713333333,0.416666667,0.713333333,,,,1.01,0.515333333,0.605666667,-0.46,-0.103666667,,-0.713333333,-0.416666667,-0.713333333,,0.56,,-1.01,-0.515333333,-0.058888889,0.633333333,0.258111111,,,0.583333333,,0.635,-0.56,,,,-0.546777778,-0.633333333,-0.61,,,-0.583333333,,-0.635,,,,,,,
